bookId,title,series,author,rating,description,language,isbn,genres,characters,bookFormat,edition,pages,publisher,publishDate,firstPublishDate,awards,numRatings,ratingsByStars,likedPercent,setting,coverImg,bbeScore,bbeVotes,price
10050.Youth_in_Revolt,Youth in Revolt: The Journals of Nick Twisp,Youth in Revolt #1,C.D. Payne,4.02,"Six months in the life of the world's most dangerous teenager.Youth in Revolt is the journals of Nick Twisp, California's most precocious diarist, whose ongoing struggles to make sense out of high school, deal with his divorced parents, and lose his virginity result in his transformation from an unassuming fourteen-year-old to a modern youth in open revolt. As his family splinters, worlds collide, and the police block all routes out of town, Nick must cope with economic deprivation, homelessness, the gulag of the public schools, a competitive Type-A father, murderous canines (in triplicate), and an inconvenient hair trigger on his erectile response—all while vying ardently for the affections of the beauteous Sheeni Saunders, teenage goddess and ultimate intellectual goad.",English,9780385481960,"['Fiction', 'Young Adult', 'Humor', 'Coming Of Age', 'Comedy', 'Contemporary', 'Teen', 'Romance', 'Novels', 'Adult']",[],Paperback,First Broadway Books trade paperback edition,512,Broadway Books,January 1st 2001,08/01/93,[],9204,"['3600', '3125', '1777', '478', '224']",92.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519482466l/10050.jpg,689,9,2.86
11765920-the-calling,The Calling,Darkness Rising #2,Kelley Armstrong (Goodreads Author),4.09,"Maya Delaney's paw-print birthmark is the mark of what she truly is - a skin-walker. She can run faster, climb higher, and see better than nearly everyone else. Experiencing intense connections with the animals that roam the woods outside her home, Maya knows it's only a matter of time before she's able to Shift and become one of them. And she believes there may be others in her small town with surprising talents.Now Maya and her friends have been forced to flee from their homes during a forest fire they suspect was deliberately set. Then they're kidnapped, and after a chilling helicopter crash, they find themselves in the Vancouver Island wilderness with nothing but their extraordinary abilities to help them get back home.In THE CALLING, the sizzling second book in the Darkness Rising trilogy, New York Times bestselling author Kelley Armstrong pumps up the romance, danger, and suspense that left readers of THE GATHERING clamoring for more.",English,9780061797057,"['Young Adult', 'Paranormal', 'Fantasy', 'Urban Fantasy', 'Supernatural', 'Romance', 'Shapeshifters', 'Fiction', 'Paranormal Romance', 'Teen']","['Maya Delaney', 'Daniel Bianchi', 'Rafael ""Rafe"" Martinez', 'Nicole Tillson', 'Sam Russo', 'Corey Carling', 'Hayley Morris', 'Calvin Antone']",Hardcover,First Edition,326,Harper,April 10th 2012,01/01/12,['Canadian Library Association Young Adult Book Award Nominee (2013)'],31853,"['12485', '11543', '6377', '1192', '256']",95.0,['Canada'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1478986621l/11765920._SY475_.jpg,675,9,3.78
736131.The_Valley_of_Fear,The Valley of Fear,Sherlock Holmes #7,"Arthur Conan Doyle, David Timson (Narrator)",3.98,"Doyle's final novel featuring the beloved sleuth, Sherlock Holmes, brings the detective and his friend to a country manor where they are preceded by either a murder or a suicide. A secretive organization lies culprit and an infiltration of it is in order.
Duration: 6 hr., 25 min.",English,9789626344248,"['Mystery', 'Classics', 'Fiction', 'Crime', 'Detective', 'Audiobook', 'Mystery Thriller', 'Historical Fiction', 'British Literature', 'Thriller']","['Sherlock Holmes', 'Dr. John Watson']",Audio CD,"Unabridged, 5CDs",7,Naxos Audiobooks,April 3rd 2007,02/27/15,"['Macavity Award Nominee for Best Nonfiction (2006)', 'Agatha Award Nominee for Best Nonfiction (2005)']",33211,"['10776', '13017', '7714', '1374', '330']",95.0,"['London, England', 'Birlstone, Sussex, England (United Kingdom)', 'Vermissa Valley, Pennsylvania (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390250081l/736131.jpg,665,9,6.95
30123388-fate,Fate,My Blood Approves #2,Amanda Hocking (Goodreads Author),3.98,"Alice Bonham thinks she's finally found a balance in her life between the supernatural and real life with her brother Milo. Jack - her sorta vampire boyfriend - keeps her at arm's length to keep her safe. As for his brother Peter... she's not sure where he's at, or what he wants with her. Worse still, she's not even sure what she wants with Peter.When tragedy happens, Alice finds herself struggling with a terrible choice. Her decision has consequences that reach farther than she'd ever imagined...",English,9781533090706,"['Vampires', 'Young Adult', 'Paranormal', 'Fantasy', 'Romance', 'Paranormal Romance', 'Supernatural', 'Fiction', 'Urban Fantasy', 'Teen']","['Alice Bonham', 'Milo Bonham', 'Peter Townsend', 'Jack Townsend (My Blood Approves)', 'Ezra Townsend', 'Mae Townsend']",Paperback,Second,286,Createspace Independent Publishing Platform,May 3rd 2016,04/15/10,[],20600,"['7368', '7205', '4571', '1147', '309']",93.0,['Minnesota (United States)'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1462559440l/30123388._SY475_.jpg,657,9,13.86
40495957-heartstopper,Heartstopper: Volume One,Heartstopper #1,"Alice Oseman (Goodreads Author), Lluís Delgado (Translator)",4.53,"Charlie, a highly-strung, openly gay over-thinker, and Nick, a cheerful, soft-hearted rugby player, meet at a British all-boys grammar school. Friendship blooms quickly, but could there be something more...?Charlie Spring is in Year 10 at Truham Grammar School for Boys. The past year hasn't been too great, but at least he's not being bullied anymore. Nick Nelson is in Year 11 and on the school rugby team. He's heard a little about Charlie - the kid who was outed last year and bullied for a few months - but he's never had the opportunity to talk to him.They quickly become friends, and soon Charlie is falling hard for Nick, even though he doesn't think he has a chance. But love works in surprising ways, and sometimes good things are waiting just around the corner...",English,9781527225336,"['Graphic Novels', 'Romance', 'LGBT', 'Young Adult', 'Contemporary', 'Comics', 'Queer', 'Fiction', 'Graphic Novels Comics', 'M M Romance']",[],Paperback,Kickstarter edition,278,Selfpublished,October 2018,09/28/16,[],52886,"['33457', '14932', '3784', '518', '195']",99.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1541887843l/40495957._SY475_.jpg,657,7,84.29
3122173-one-silent-night,One Silent Night,Dark-Hunter #15,Sherrilyn Kenyon (Goodreads Author),4.12,"While the world carries on unawares, Stryker, who leads an army of demons and vampires, is plotting an all out onslaught against his enemies—which, unfortunately for us, includes the entire human race. To avenge his sister, Stryker prepares to annihilate the Dark-Hunters. But things go awry when his oldest enemy returns. Enter his ex-wife. Zephyra. Just when he thought nothing could stop him, he's now embroiled in a centuries old war with a shrew who gives new meaning to pain.",English,9780312947064,"['Paranormal Romance', 'Paranormal', 'Romance', 'Fantasy', 'Vampires', 'Urban Fantasy', 'Mythology', 'Demons', 'Adult', 'Supernatural']","['Nicholas Ambrosius Gautier', 'Strykerius', 'Zephyra', 'Savitar', 'Soteria Eleni Athena Kafieri', 'Medea (One Silent Night)', 'Jared', 'War']",Mass Market Paperback,1st Edition,310,St. Martin's Press,November 2nd 2008,01/01/08,[],26648,"['11452', '8650', '5135', '1136', '275']",95.0,"['New Orleans, Louisiana (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404685592l/3122173.jpg,649,10,3.74
22540125-after-we-collided,After We Collided,After #2,Anna Todd (Goodreads Author),3.77,"Tessa has everything to lose. Hardin has nothing to lose… except her. After a tumultuous beginning to their relationship, Tessa and Hardin were on the path to making things work. Tessa knew Hardin could be cruel, but when a bombshell revelation is dropped about the origins of their relationship—and Hardin’s mysterious past—Tessa is beside herself.Hardin will always be… Hardin. But is he really the deep, thoughtful guy Tessa fell madly in love with despite his angry exterior—or has he been a stranger all along? She wishes she could walk away. It’s just not that easy. Not with the memory of passionate nights spent in his arms. His electric touch. His hungry kisses.Still, Tessa’s not sure she can endure one more broken promise. She put so much on hold for Hardin—school, friends, her mom, a relationship with a guy who really loved her, and now possibly even a promising new career. She needs to move forward with her life.Hardin knows he made a mistake, possibly the biggest one of his life. He’s not going down without a fight. But can he change? Will he change for love?Book Two of the After series—now newly revised and expanded, Anna Todd’s After fan-fiction racked up 1 billion reads online and captivated readers across the globe. Experience the Internet’s most talked-about book for yourself!",English,9781476792491,"['Romance', 'New Adult', 'Contemporary', 'Young Adult', 'Fiction', 'College', 'Audiobook', 'Contemporary Romance', 'Love', 'Drama']","['Zed Evans', 'Hardin Scott', 'Tessa Young', 'Landon Gibson']",Paperback,2nd edition,674,Gallery Books,November 25th 2014,09/07/13,[],83507,"['30892', '21638', '17460', '7998', '5519']",84.0,['Washington (state) (United States)'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1416788471l/22540125.jpg,640,8,6.76
9671126-enticed,Enticed,The Violet Eden Chapters #2,Jessica Shirvington (Goodreads Author),4.27,"CONSEQUENCE HAUNTS EVERY CHOICEViolet Eden is Grigori - part angel, part human. Her destiny is to protect humans from the vengence of exiled angels.Knowing who to trust is key but, when Grigori reinforcements arrive, it becomes clear everyone is hiding something. Even Lincoln. The only thing Violet does know: Phoenix's hold over her is more dangerous than ever.The race to find the one thing that could tilt the balance of power brings them all to the sacred mountains of Jordan, where Violet's power will be pushed to the extreme. And the ultimate betrayal exposed.Enticed (now retitled ENTICE) is the second compelling book in The Violet Eden Chapters.ENTICE will be available in the US from September, 2012!",English,9780734411853,"['Angels', 'Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Paranormal Romance', 'Supernatural', 'Demons', 'Urban Fantasy', 'Magic']","['Violet Eden', 'Lincoln Wood']",Paperback,AUS Edition,413,Hachette,March 29th 2011,10/28/11,[],14314,"['7160', '4570', '2014', '419', '151']",96.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344645627l/9671126.jpg,620,8,3.95
1429082._1_Bish_jo_Senshi_Sailor_Moon_Shins_ban_1_,美少女戦士セーラームーン新装版 1 [Bishōjo Senshi Sailor Moon Shinsōban 1],美少女戦士セーラームーン 新装版 / Bishōjo Senshi Sailor Moon Shinsōban #1,"Naoko Takeuchi, 武内 直子",4.29,大ヒット作「美少女戦士セーラームーン」が新装版に! カバーはすべて描き下ろし!,Japanese,9784063347760,"['Manga', 'Fantasy', 'Graphic Novels', 'Romance', 'Comics', 'Young Adult', 'Fiction', 'Magic', 'Shojo', 'Comics Manga']",[],Paperback,新装版 / New cover edition,241,講談社 / Kōdansha,September 22nd 2003,10/28/03,[],29012,"['16927', '6435', '3761', '1053', '836']",93.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308886282l/1429082.jpg,600,7,10.0
8949.Lord_of_the_Shadows,Lord of the Shadows,Cirque du Freak #11,Darren Shan (Goodreads Author),4.22,"Book 11 of The Saga Of Darren Shan. Darren's going home. Back to where everything started. The town's changed a lot in the years that he's been away -- but then, so has Darren.Plagued by nightmares of what the future seems to hold, Darren feels uneasy revisiting the place where he was re-born as a child of the night, as though the universe (as though destiny) is plotting to throw something very nasty at him on the streets of his old home.",English,9780316156288,"['Fantasy', 'Young Adult', 'Horror', 'Vampires', 'Paranormal', 'Fiction', 'Supernatural', 'Adventure', 'Urban Fantasy', 'Middle Grade']",['Darren Shan'],Hardcover,First US Edition,220,Time Warner Book Group,May 2006,01/01/05,[],20018,"['9611', '6307', '3236', '687', '177']",96.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388251260l/8949.jpg,599,7,3.87
136638.Dance_of_Death,Dance of Death,Pendergast #6,"Douglas Preston (Goodreads Author), Lincoln Child",4.16,"Two brothers on opposite sides of the law battle it out on the streets of New York in this chill-inducing thriller, a follow-up to BRIMSTONE. — As the previous installment came to a close, vicious dogs and armed men surrounded FBI Special Agent Aloysius Pendergast and his demise seemed certain. Nevertheless, he did leave behind a legacy: a letter for his friend, NYPD Lieutenant Vincent D'Agosta. Its contents ask D'Agosta to assume the responsibility of pursuing Pendergast's younger brother Diogenes, an insane and vengeful genius who has sworn to commit the perfect crime on January 28 -- which is now only one week away.",English,9780446617093,"['Thriller', 'Mystery', 'Fiction', 'Horror', 'Suspense', 'Mystery Thriller', 'Crime', 'Adventure', 'Audiobook', 'Detective']","['Aloysius X.L. Pendergast', 'Constance Greene', 'Nora Kelly', 'Diogenes Pendergast', 'Eli Glinn', 'Corrie Swanson', 'Margo Green', 'William Smithback', 'Laura Hayward', 'Proctor', 'Viola Maskelene', 'Cornelia Delamere Pendergast', 'Mime', 'Hugo Menzies', 'Spencer Coffey', 'Bryce Harriman', 'Larry Enderby', ""Vincent D'Agosta""]",Mass Market Paperback,First Paperback Edition,560,Warner Books,January 1st 2006,10/28/05,[],29407,"['11474', '12278', '4733', '674', '248']",97.0,"['New York State (United States)', 'New York City, New York (United States)', 'Long Island, New York (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1172082458l/136638._SY475_.jpg,595,7,1.91
106134.Bone_Vol_1,"Bone, Vol, 1: Out from Boneville",Bone #1; issues 1-6,"Jeff Smith, Steve Hamaker (Colorist )",4.17,"After being run out of Boneville, the three Bone cousins, Fone Bone, Phoney Bone, and Smiley Bone, are separated and lost in a vast uncharted desert.One by one, they find their way into a deep, forested valley filled with wonderful and terrifying creatures...Humor, mystery, and adventure are spun together in this action-packed, side-splitting saga. Everyone who has ever left home for the first time only to find that the world outside is strange and overwhelming will love Bone.",English,9780439706407,"['Graphic Novels', 'Comics', 'Fantasy', 'Fiction', 'Adventure', 'Young Adult', 'Humor', 'Graphic Novels Comics', 'Middle Grade', 'Childrens']","['Rose', 'Fone Bone', 'Smiley Bone', 'Phoney Bone']",Paperback,1st Edition,138,Graphix,February 1st 2005,07/03/91,"[""Prix du Festival d'Angoulême for Alph-art du meilleur album étranger (1996)""]",77139,"['38868', '20413', '12342', '3494', '2022']",93.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327921261l/106134.jpg,591,8,4.63
7826101-the-healer-s-apprentice,The Healer's Apprentice,Hagenheim #1,Melanie Dickerson (Goodreads Author),3.82,"Two Hearts. One Hope.Rose has been appointed as a healer's apprentice at Hagenheim Castle, a rare opportunity for a woodcutter's daughter like her. While she often feels uneasy at the sight of blood, Rose is determined to prove herself capable. Failure will mean returning home to marry the aging bachelor her mother has chosen for her—a bloated, disgusting merchant who makes Rose feel ill.When Lord Hamlin, the future duke, is injured, it is Rose who must tend to him. As she works to heal his wound, she begins to understand emotions she's never felt before and wonders if he feels the same. But falling in love is forbidden, as Lord Hamlin is betrothed to a mysterious young woman in hiding. As Rose's life spins toward confusion, she must take the first steps on a journey to discover her own destiny.",English,9780310721437,"['Historical Fiction', 'Romance', 'Young Adult', 'Fantasy', 'Christian Fiction', 'Christian', 'Historical', 'Fairy Tales', 'Fiction', 'Retellings']","['Duke Wilhelm Gerstenberg', 'Rose Roemer', 'Lord Rupert Gerstenberg']",Paperback,1st Edition,272,Zondervan,September 15th 2010,09/10/10,"['Christy Award Nominee for Young Adult (2011)', 'HOLT Medallion by Virginia Romance Writers Nominee for Best First Book (2011)', 'OKRWA National Readers Choice Award for Best First Book (2010)']",17697,"['5915', '5457', '4170', '1530', '625']",88.0,"['Saxony (Germany)', 'Hagenheim, Lower Saxony (Germany)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331421838l/7826101.jpg,586,7,10.65
17461.Misty_of_Chincoteague,Misty of Chincoteague,Misty #1,"Marguerite Henry, Wesley Dennis (Illustrator)",4.05,"""You'll never catch the Phantom,"" says Grandpa. ""That horse is fast as the wind. She's escaped from every roundup on the island!""But Paul and Maureen want the beautiful wild mare for their very own.""I'm going to capture her myself,"" says Paul.When Paul finally overtakes the Phantom, he makes a surprising discovery. Running at her side is a brand-new, silvery-gray colt - Misty!",English,9781416927839,"['Childrens', 'Fiction', 'Classics', 'Horses', 'Animals', 'Young Adult', 'Historical Fiction', 'Middle Grade', 'Juvenile', 'Chapter Books']",[],Paperback,60th Anniversary edition,176,Aladdin,December 26th 2006,10/28/47,['Newbery Medal Nominee (1948)'],41461,"['16265', '14082', '8673', '1767', '674']",94.0,"['Chincoteague, Virginia (United States)', 'Virginia (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388279096l/17461.jpg,582,10,1.91
11254250-cabin-fever,Cabin Fever,Diary of a Wimpy Kid #6,Jeff Kinney (Goodreads Author),4.24,"Greg Heffley is in big trouble. School property has been damaged, and Greg is the prime suspect. But the crazy thing is, he’s innocent. Or at least sort of. The authorities are closing in, but when a surprise blizzard hits, the Heffley family is trapped indoors. Greg knows that when the snow melts he’s going to have to face the music, but could any punishment be worse than being stuck inside with your family for the holidays?",English,9781419702235,"['Humor', 'Fiction', 'Childrens', 'Realistic Fiction', 'Middle Grade', 'Graphic Novels', 'Young Adult', 'Comedy', 'Comics', 'Diary']","['Greg Heffley', 'Rodrick Heffley', 'Manny Heffley', 'Rowley']",Hardcover,First Edition,224,Amulet Books,November 15th 2011,10/28/10,"[""Goodreads Choice Award Nominee for Middle Grade & Children's (2011)""]",95974,"['51450', '24166', '14339', '4080', '1939']",94.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1350396037l/11254250.jpg,582,7,4.17
386234.Just_for_You,Just for You,Little Critter,Mercer Mayer (Author & Illustrator),4.28,"Little Critter is trying his best to be a help to his mother in this classic, funny, and heartwarming book. Whether he's trying to make breakfast, mow the lawn, or carry the groceries, both parents and children alike will relate to this beloved story.",English,9780307118387,"['Childrens', 'Picture Books', 'Fiction', 'Kids', 'Family', 'Classics', 'Humor', 'Animals', 'Storytime', 'Young Readers']",['Little Critter'],Paperback,A Golden Look-Look Book,24,"Golden Books Publishing Company, Inc.",June 30th 1998,01/01/75,[],25997,"['14264', '6261', '4308', '869', '295']",96.0,['Critterville'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559953221l/386234._SX318_.jpg,574,10,4.39
18160656-the-wide-game,The Wide Game,"Harmony, Indiana #1",Michael West (Goodreads Author),3.88,"On the advice of his wife, Paul Rice is making plans to attend his 10th year High School reunion. Returning to his boyhood home of Harmony, Indiana, he finds that he is still haunted by memories of that time–memories of Deidra, his first love, and memories of the Wide Game. It was ten years ago that Paul and his friends watched their day of fun become a race for their lives, a fight for their very souls.Now, as he meets the survivors of that day once more, Paul makes a chilling discovery: the incomprehensible forces that toyed with them have yet to finish playing their own game.",English,9781937929183,"['Horror', 'Mystery', 'Paranormal', 'Suspense', 'Fantasy', 'Fiction', 'Novels', 'Mystery Thriller', 'Gothic', 'Supernatural']","['Danny Fields', 'Robby Miller', 'Shelly Wells', 'Delbert King', 'Paul Rice', 'Father Andrew Chapman', 'Deidra Perkins', 'Nancy Collins', 'Mick Slatton', 'Sean Roche', 'Mondamin', 'Cindi Hawkins']",Paperback,2nd edition,317,Seventh Star Press,July 10th 2013,06/23/03,[],201,"['66', '76', '35', '17', '7']",88.0,"['Harmony, Indiana (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372905605l/18160656.jpg,574,6,21.11
7747263-misguided-angel,Misguided Angel,Blue Bloods #5,Melissa de la Cruz (Goodreads Author),3.93,"After inheriting the dark Van Alen Legacy, Schuyler fled to Florence with her forbidden love, Jack. Now the two of them must embark on the mission Schuyler was destined to complete: to find and protect the five remaining gates that guard the earth from Lucifer, lord of the Silver Bloods.Back in New York, Mimi has been elected Regent of a crumbling coven. Struggling with her heartache over the loss of Kingsley and with her overwhelming desire to destroy Jack, she must focus all of her energy on a perilous new threat. Vampires are being abducted and their captors are planning to burn them alive online...for all the world to see. Help arrives in the form of Deming Chen, a Venator from Shanghai, who must untangle the web of deceptions before the killers strike again.As the young vampires struggle for the survival of the coven, they uncover a deadly secret, a truth first discovered by Schuyler’s mother during the Renaissance but kept buried for centuries. And as the Blue Blood enclave weakens yet further, fate leads Schuyler to a terrible choice that will ultimately map the destiny of her heart.",English,9781423121282,"['Vampires', 'Young Adult', 'Fantasy', 'Paranormal', 'Angels', 'Romance', 'Urban Fantasy', 'Paranormal Romance', 'Supernatural', 'Fiction']",[],Hardcover,1st Edition,265,Hyperion,October 26th 2010,01/01/10,[],37656,"['13781', '11525', '9073', '2566', '711']",91.0,['New York State (United States)'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1322343431l/7747263.jpg,573,8,3.93
16316.The_Big_Four,The Big Four,Hercule Poirot #5,Agatha Christie,3.6,"Framed in the doorway of Poirot’s bedroom stood an uninvited guest, coated from head to foot in dust. The man’s gaunt face stared for a moment, then he swayed and fell. Who was he? Was he suffering from shock or just exhaustion? Above all, what was the significance of the figure 4, scribbled over and over again on a sheet of paper? Poirot finds himself plunged into a world of international intrigue, risking his life to uncover the truth about ‘Number Four’.",English,9780007120819,"['Mystery', 'Fiction', 'Crime', 'Classics', 'Detective', 'Mystery Thriller', 'Thriller', 'Audiobook', 'British Literature', 'Novels']","['John Ingles', 'Arthur Hastings', 'Hercule Poirot', 'Abe Ryland', 'Inspector Japp', 'Li Chang Yen', 'Dr. Ridgeway', 'An unexpected guest', 'Number Four', 'Countess Rossakoff', 'Madame Olivier', 'Achille Poirot']",Paperback,Agatha Christie Signature Edition,272,HarperCollinsPublishers,2002,01/27/27,[],35524,"['8254', '11254', '10828', '4104', '1084']",85.0,"['London, England', 'Paris (France)', 'Northern Italy (Italy)', 'Belgium']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372506728l/16316.jpg,565,8,2.24
316876.The_Chronicles_of_Amber,The Chronicles of Amber,The Chronicles of Amber #1-5 ,Roger Zelazny,4.37,"Amber is the one real world, casting infinite reflections of itself - shadow worlds, which can be manipulated by those of royal Amberite blood. But the royal family is torn apart by jealousies and suspicion; the disappearance of the patriarch Oberon has intensified the internal conflict by leaving the throne apparently for grabs; and amnesia has robbed Corwin, Crown Prince of Amber his memory - even the fact that he is rightful heir to the throne.The Chronicles of Amber is Zelazny's finest fantasy, a grand imaginative vision of alternate worlds, magic, swordplay, and murderous rivalries.1. Nine Princes in Amber 1-1562. The Guns of Avalon 157-3383. Sign of the Unicorn 338-4904. The Hand of Oberon 491-6405. The Courts of Chaos 641-772",English,9781857987263,"['Fantasy', 'Fiction', 'Science Fiction', 'Science Fiction Fantasy', 'Epic Fantasy', 'High Fantasy', 'Magic', 'Classics', 'Speculative Fiction', 'Novels']",[],Paperback,Fantasy Masterworks #6,772,Gollancz,2003,01/01/78,[],10558,"['5929', '3035', '1229', '272', '93']",97.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415558522l/316876.jpg,564,7,7.11
13521399-confessions-of-a-murder-suspect,Confessions of a Murder Suspect,Confessions #1,"James Patterson (Goodreads Author), Maxine Paetro",3.89,"James Patterson returns to the genre that made him famous with a #1 New York Times bestselling teen detective novel about the mysterious Angel family . . . and the dark secrets they're keeping from one another.On the night Malcolm and Maud Angel are murdered, Tandy Angel knows just three things: 1) She was the last person to see her parents alive. 2) The police have no suspects besides Tandy and her three siblings. 3) She can't trust anyone-maybe not even herself.As Tandy sets out to clear the family name, she begins to recall flashes of experiences long buried in her vulnerable psyche. These memories shed light on her family's dark secrets, and digging deeper into her powerful parents' affairs proves to be a disturbing and dangerous game. Who knows what any of the Angels are truly capable of?",English,9780316224185,"['Mystery', 'Young Adult', 'Fiction', 'Thriller', 'Crime', 'Audiobook', 'Contemporary', 'Suspense', 'Mystery Thriller', 'Teen']","['Tandoori (Tandy) Angel', 'Harrison Angel', 'Hugo Angel', 'Matthew Angel', 'Malcolm and Maud Angel']",Paperback,Large Print,372,jimmy patterson,September 24th 2012,01/01/12,[],27199,"['9113', '9182', '6396', '1860', '648']",91.0,"['The Dakota, New York City, New York (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377041438l/13521399.jpg,562,7,11.75
10461.Desolation_Angels,Desolation Angels,Duluoz Legend,"Jack Kerouac, Joyce Johnson (Introduction by)",3.93,"With the publication of On the Road in 1957, Jack Kerouac became at once the spokesman and hero of the Beat Generation. Along with such visionaries as William S. Burroughs, Neal Cassady, and Allen Ginsberg, Kerouac changed the face of American literature, igniting a counterculture revolution that even now, decades later, burns brighter than ever in Desolation Angels.In one of the major cinematic events of 2012, Jack Kerouac's legendary Beat classic, On the Road, finally hits the big screen. Directed by Walter Salles (The Motorcycle Diaries; Paris, Je T'Aime) and with a cast of some of Hollywood's biggest young stars, including Kristen Stewart (The Twilight Saga), Sam Riley, Garrett Hedlund, Kirsten Dunst, Amy Adams (Julie & Julia, The Fighter), Tom Sturridge, and Viggo Mortensen (the Lord of the Rings trilogy, The Road), the film will attract new fans who will be inspired by Kerouac's revolutionary writing.",English,9781573225052,"['Fiction', 'Classics', 'Literature', 'American', 'Novels', 'Travel', '20th Century', 'Literary Fiction', 'Contemporary', 'Collections']","['Jack Duluoz', 'Bull Hubbard', 'Cody Pomeray', 'Irwin Garden', 'Raphael Urso', 'Harry Garden']",Paperback,First Riverhead trade paperback edition,432,Riverhead Books,September 1st 1995,10/28/58,[],10356,"['3228', '3891', '2600', '514', '123']",94.0,"['United States of America', 'Mexico City (México City) (Mexico)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924204l/10461.jpg,561,7,12.13
1507805.Warriors_Box_Set,Warriors Box Set,Warriors #1-6,Erin Hunter,4.57,The first story arc in the #1 nationally bestselling epic warrior cat series is now available in a beautiful box set.,English,9780061477935,"['Fantasy', 'Childrens', 'Animals', 'Cats', 'Fiction', 'Young Adult', 'Adventure', 'Middle Grade', 'Romance', 'Animal Fiction']",[],Paperback,Box Set,1844,HarperCollins,October 9th 2007,01/01/05,[],5356,"['3855', '923', '400', '116', '62']",97.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349727773l/1507805.jpg,560,8,10.21
395922.The_Awakening,The Awakening,The Vampire Diaries #1,L.J. Smith (Goodreads Author),3.4,"A Love Triangle of Unspeakable Horror...

Elena
Searching for the ultimate thrill, she vowed to have Stefan.

Stefan
Haunted by his tragic past, he struggled to resist her passion.

Damon
Driven by revenge, he hunted the brother who betrayed him.

The terrifying story of two vampire brothers and the beautiful girl torn between them.",English,9780061020001,"['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Fiction', 'Paranormal Romance', 'Supernatural', 'Urban Fantasy', 'Horror']","['Elena Gilbert', 'Stefan Salvatore', 'Damon Salvatore', 'Matt Honeycutt', 'Bonnie McCullough', 'Caroline Forbes', 'Meredith Sulez']",Paperback,Reissue,253,HarperCollins Publishers,March 1st 1999,09/01/91,[],64059,"['15398', '14954', '18686', '9783', '5238']",77.0,"[""Fell's Church (United States)""]",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1266542802l/395922.jpg,558,7,4.69
13533650-the-assassin-s-curse,The Assassin's Curse,The Assassin's Curse #1,Cassandra Rose Clarke (Goodreads Author),3.68,"Ananna of the Tanarau abandons ship when her parents try to marry her off to another pirate clan. But that only prompts the scorned clan to send an assassin after her. When Ananna faces him down one night, armed with magic she doesn't really know how to use, she accidentally activates a curse binding them together.",English,9781908844019,"['Fantasy', 'Young Adult', 'Romance', 'Magic', 'Pirates', 'Adventure', 'High Fantasy', 'Fiction', 'Young Adult Fantasy', 'Paranormal']","['Ananna', 'Naji']",Paperback,1st Edition,298,Strange Chemistry,October 2nd 2012,10/01/12,[],17845,"['4198', '6547', '4970', '1505', '625']",88.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335967954l/13533650.jpg,558,6,10.66
